model_id,model_dir,pred_dir,stem,pred_mp4,gt_mp4,audio_csv,background,roi,frames_used,pred_frames,gt_frames,fps,mse,mae,psnr,ssim,roi_residual_mae,roi_edge_mae,temporal_gradient_mae,residual_energy_wasserstein,residual_energy_ks,frame_change_rate_error,temporal_residual_autocorr_error,spatial_power_spectrum_error,audio_motion_corr_gt,audio_motion_corr_pred,audio_motion_corr_error,audio_motion_lag_gt_frames,audio_motion_lag_pred_frames,audio_motion_lag_error_frames,lpips_alex
csv_residual_prior_260515_test_full_eval_ema060k__f89deca8,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k\pred_mp4,200412_100_1,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k\pred_mp4\200412_100_1_pred.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\video_100fps\200412_100_1.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\audio_csv\200412_100_1.csv,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\background\200412_100_1.jpg,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\Heating_ROI\200412_100_1.png,100,100,100,100.0,0.15380582213401794,0.2845217287540436,8.13027224529261,0.1790073961019516,0.10258057662133892,0.296819429916318,0.091883679179786,0.034941505381932955,0.19641213389121337,0.016015298422425984,0.14720230411665558,7.040421802826645e-05,-0.06077826979424493,-0.02509594564497171,0.03568232414927322,-2.0,2.0,4.0,
csv_residual_prior_260515_test_full_eval_ema060k__f89deca8,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k\pred_mp4,200412_300_4,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k\pred_mp4\200412_300_4_pred.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\video_100fps\200412_300_4.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\audio_csv\200412_300_4.csv,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\background\200412_300_4.jpg,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\Heating_ROI\200412_300_4.png,100,100,100,100.0,0.13829289376735687,0.2809879779815674,8.592001357035265,0.17519323527812958,0.16554229864016737,0.29581579062064156,0.10559285129229887,0.12477656456067569,0.5650209205020921,0.0384456330537796,0.12498523860179409,0.00032497225673846586,0.07043763273974173,0.13196831937382347,0.06153068663408175,-9.0,3.0,12.0,
csv_residual_prior_260515_test_full_eval_ema060k__f89deca8,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k\pred_mp4,200412_500_2,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k\pred_mp4\200412_500_2_pred.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\video_100fps\200412_500_2.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\audio_csv\200412_500_2.csv,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\background\200412_500_2.jpg,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\Heating_ROI\200412_500_2.png,100,100,100,100.0,0.13216136395931244,0.28242263197898865,8.788954879039427,0.16692140698432922,0.19776376721582983,0.2727984985181311,0.10127675266437035,0.15707061445795947,0.6917887029288703,0.039801131580024955,0.22606455293953553,0.0003266129205808482,0.13504733169466757,-0.023297128872326683,0.15834446056699425,0.0,-7.0,7.0,
csv_residual_prior_260515_test_full_eval_ema060k__f89deca8,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k\pred_mp4,200412_500_4,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k\pred_mp4\200412_500_4_pred.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\video_100fps\200412_500_4.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\audio_csv\200412_500_4.csv,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\background\200412_500_4.jpg,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\Heating_ROI\200412_500_4.png,100,100,100,100.0,0.13204744458198547,0.28330719470977783,8.792699989605119,0.1660289615392685,0.2005404871644003,0.27740065485529986,0.10237533216580026,0.1587351617199139,0.6850418410041841,0.03785970946773887,0.13983424147076165,0.00039848563894107184,-0.025011123836242297,-0.06683349809911582,0.041822374262873524,-10.0,-3.0,7.0,
csv_residual_prior_260515_test_full_eval_ema060k__f89deca8,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k\pred_mp4,200_3,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k\pred_mp4\200_3_pred.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\video_100fps\200_3.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\audio_csv\200_3.csv,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\background\200_3.jpg,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\Heating_ROI\200_3.png,100,100,100,100.0,0.09547074139118195,0.22721143066883087,10.201297048484308,0.16790977120399475,0.3191611434108527,0.5351573643410853,0.1397461533944092,0.18781334333560146,0.6376465116279071,0.09089963557198644,0.32458767374391523,0.010618027058992502,0.06674815083947651,0.06438318279010821,0.002364968049368296,-3.0,10.0,13.0,
csv_residual_prior_260515_test_full_eval_ema060k__f89deca8,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k\pred_mp4,20_3,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k\pred_mp4\20_3_pred.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\video_100fps\20_3.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\audio_csv\20_3.csv,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\background\20_3.jpg,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\Heating_ROI\20_3.png,100,100,100,100.0,0.07775881886482239,0.21323764324188232,11.092503448460034,0.20026391744613647,0.319918871124031,0.31396596414728684,0.0398915664640592,0.3091640326576957,0.9152790697674419,0.02259817100595683,0.5731699607734531,0.0003753888445069626,0.04099670038761385,0.07792932357930213,0.03693262319168828,2.0,-4.0,6.0,
csv_residual_prior_260515_test_full_eval_ema060k__f89deca8,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k\pred_mp4,20_9,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k\pred_mp4\20_9_pred.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\video_100fps\20_9.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\audio_csv\20_9.csv,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\background\20_9.jpg,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\Heating_ROI\20_9.png,100,100,100,100.0,0.0779559463262558,0.2137950360774994,11.081507520827644,0.197929248213768,0.3245420784883721,0.32214612403100773,0.04119052381861248,0.3135044492644626,0.9271023255813954,0.02390568296890706,0.579929793960185,0.0003150652160684062,0.1257455415914096,-0.011973207885915937,0.13771874947732554,-8.0,3.0,11.0,
csv_residual_prior_260515_test_full_eval_ema060k__f89deca8,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k\pred_mp4,20,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k\pred_mp4\20_pred.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\video_100fps\20.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\audio_csv\20.csv,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\background\20.jpg,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\Heating_ROI\20.png,20,20,20,100.0,0.07705550640821457,0.21406415104866028,11.131963210305003,0.1964271515607834,0.3205453609496124,0.3035306140988372,0.03973974669140147,0.3129544084820853,0.9111162790697676,0.019950175331905483,0.39878552717926097,0.00041271024075044237,-7.134842150052628e-05,-0.1391545277041819,0.13908317928268138,7.0,-6.0,13.0,
csv_residual_prior_260515_test_full_eval_ema060k__f89deca8,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k\pred_mp4,30_4,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k\pred_mp4\30_4_pred.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\video_100fps\30_4.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\audio_csv\30_4.csv,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\background\30_4.jpg,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\Heating_ROI\30_4.png,100,100,100,100.0,0.07709512114524841,0.2110852301120758,11.12973104786134,0.19443008303642273,0.3261889292635659,0.3151122093023256,0.040007230737608646,0.3159383022558291,0.9132418604651162,0.022631094100652262,0.5395126770867643,0.00031583999118341437,0.09234721561787117,0.13002800922132834,0.03768079360345718,-3.0,9.0,12.0,
csv_residual_prior_260515_test_full_eval_ema060k__f89deca8,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k\pred_mp4,400_4,D:\DYLIM_연구교수\Boiling Sound to Visualization\MM-Diffusion_customized_260515_rawcsv\outputs\csv_residual_prior_260515_test_full_eval_ema060k\pred_mp4\400_4_pred.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\video_100fps\400_4.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\audio_csv\400_4.csv,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\background\400_4.jpg,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\Heating_ROI\400_4.png,100,100,100,100.0,0.08543755859136581,0.21593083441257477,10.683511702575464,0.16360895335674286,0.2537031007751938,0.4888345445736434,0.12373786312739801,0.17830563757614515,0.6388790697674418,0.07630974495783448,0.19853323020706112,0.0017695124279515863,-0.045877551218977186,0.05071444975924196,0.09659200097821916,-8.0,5.0,13.0,
