model_id,model_dir,pred_dir,stem,pred_mp4,gt_mp4,audio_csv,background,roi,frames_used,pred_frames,gt_frames,fps,mse,mae,psnr,ssim,roi_residual_mae,roi_edge_mae,temporal_gradient_mae,residual_energy_wasserstein,residual_energy_ks,frame_change_rate_error,temporal_residual_autocorr_error,spatial_power_spectrum_error,audio_motion_corr_gt,audio_motion_corr_pred,audio_motion_corr_error,audio_motion_lag_gt_frames,audio_motion_lag_pred_frames,audio_motion_lag_error_frames,lpips_alex
residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best__1f8c2fa4,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best\pred_mp4,20,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best\pred_mp4\000_20_full_pred.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\video_100fps\20.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\audio_csv\20.csv,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\background\20.jpg,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\Heating_ROI\20.png,20,20,20,100.0,0.07460130751132965,0.19807252287864685,11.272535607313628,0.35330066084861755,0.30767081516472866,0.13533103197674418,0.023738212320863934,0.29936790449704515,0.702156976744186,0.014609637169633061,0.29846118162167984,0.00017211165285377264,-0.0036754343639649406,-0.11759578341849902,0.11392034905453408,7.0,4.0,3.0,
residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best__1f8c2fa4,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best\pred_mp4,200412_100_1,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best\pred_mp4\001_200412_100_1_full_pred.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\video_100fps\200412_100_1.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\audio_csv\200412_100_1.csv,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\background\200412_100_1.jpg,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\Heating_ROI\200412_100_1.png,100,100,100,100.0,0.15790292620658875,0.27803507447242737,8.016098217105217,0.2431936115026474,0.08311667683865576,0.23978570093252397,0.08026641475234442,0.03331124233812839,0.18696800000000002,0.05045742193236947,0.19099623671268814,0.00017545305943201514,-0.045249190450521136,0.03291444254255157,0.0781636329930727,-2.0,-1.0,1.0,
residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best__1f8c2fa4,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best\pred_mp4,200412_300_4,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best\pred_mp4\002_200412_300_4_full_pred.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\video_100fps\200412_300_4.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\audio_csv\200412_300_4.csv,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\background\200412_300_4.jpg,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\Heating_ROI\200412_300_4.png,100,100,100,100.0,0.13761311769485474,0.2675160765647888,8.613401658755274,0.21853788197040558,0.1121440216196006,0.23831562857394212,0.10316873288839837,0.04523295841507519,0.27258000000000004,0.0616134406067431,0.4477970621079314,0.00011873301013401089,0.06787034737437267,-0.06755271593925034,0.13542306331362303,-9.0,3.0,12.0,
residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best__1f8c2fa4,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best\pred_mp4,200412_500_2,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best\pred_mp4\003_200412_500_2_full_pred.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\video_100fps\200412_500_2.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\audio_csv\200412_500_2.csv,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\background\200412_500_2.jpg,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\Heating_ROI\200412_500_2.png,100,100,100,100.0,0.12376013398170471,0.257183700799942,9.074192291447948,0.2080104500055313,0.10910757978138472,0.23155320775050586,0.10633906530333688,0.03266625060121343,0.21905200000000002,0.04787840530276299,0.18323431336909118,0.00012062605145306728,0.11801099829561569,0.19261972776636369,0.074608729470748,0.0,-7.0,7.0,
residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best__1f8c2fa4,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best\pred_mp4,200412_500_4,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best\pred_mp4\004_200412_500_4_full_pred.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\video_100fps\200412_500_4.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\audio_csv\200412_500_4.csv,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\background\200412_500_4.jpg,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\Heating_ROI\200412_500_4.png,100,100,100,100.0,0.12387125939130783,0.2581951320171356,9.070294469384912,0.20458394289016724,0.11470807078604733,0.23109329638427026,0.10590899815876723,0.03719168373581488,0.24128400000000005,0.049727886933833364,0.2409151510584262,0.0001250713318121698,-0.02345949803111405,0.10169462220729394,0.125154120238408,-10.0,-1.0,9.0,
residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best__1f8c2fa4,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best\pred_mp4,200_3,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best\pred_mp4\005_200_3_full_pred.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\video_100fps\200_3.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\audio_csv\200_3.csv,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\background\200_3.jpg,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\Heating_ROI\200_3.png,100,100,100,100.0,0.09376721829175949,0.22132186591625214,10.27948967627026,0.26844680309295654,0.3219578488372093,0.40326996124031006,0.14702261226607158,0.19082603731064873,0.644432,0.09574869269039482,0.4095703296576735,0.008866357026898624,0.06701133803151628,0.009140485511151573,0.05787085252036471,-3.0,9.0,12.0,
residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best__1f8c2fa4,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best\pred_mp4,20_3,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best\pred_mp4\006_20_3_full_pred.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\video_100fps\20_3.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\audio_csv\20_3.csv,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\background\20_3.jpg,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\Heating_ROI\20_3.png,100,100,100,100.0,0.07449200749397278,0.1933952122926712,11.278903217144023,0.3642604351043701,0.30503037790697674,0.12314242974806201,0.014254799692663064,0.2931646443577633,0.684264,0.00972693538526073,0.5309066904483288,0.00038627742741587963,0.04221180522751587,-0.07185141629970128,0.11406322152721715,2.0,-7.0,9.0,
residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best__1f8c2fa4,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best\pred_mp4,20_9,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best\pred_mp4\007_20_9_full_pred.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\video_100fps\20_9.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\audio_csv\20_9.csv,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\background\20_9.jpg,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\Heating_ROI\20_9.png,100,100,100,100.0,0.07452639192342758,0.19347470998764038,11.276899039364768,0.36404934525489807,0.30505886627906975,0.12267263808139535,0.014252193690783807,0.29318967960596076,0.6824680000000001,0.009814077784540132,0.5311393588311579,0.0003863439976033626,0.12587905651079218,0.03372412452655134,0.09215493198424084,-8.0,5.0,13.0,
residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best__1f8c2fa4,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best\pred_mp4,30_4,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best\pred_mp4\008_30_4_full_pred.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\video_100fps\30_4.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\audio_csv\30_4.csv,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\background\30_4.jpg,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\Heating_ROI\30_4.png,100,100,100,100.0,0.0737634003162384,0.19315561652183533,11.321590715566304,0.36325791478157043,0.30372744670542634,0.12274471899224806,0.01424256188336857,0.29273600123382726,0.672828,0.00985166407917859,0.4828934690464807,0.00037548069673367653,0.09313014511645118,-0.032706744040778474,0.12583688915722965,-3.0,10.0,13.0,
residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best__1f8c2fa4,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best\pred_mp4,400_4,D:\DYLIM_연구교수\Boiling Sound to Visualization\SVD_LoRA_AudioControl_260421\outputs\residual_video_csv_full_8f_patchgan_edge_ms_test_full_rollout_best\pred_mp4\009_400_4_full_pred.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\video_100fps\400_4.mp4,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\audio_csv\400_4.csv,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\background\400_4.jpg,D:\DYLIM_연구교수\Boiling Sound to Visualization\dataset_split_audio_csv_new_seed42\test\Heating_ROI\400_4.png,100,100,100,100.0,0.08647884428501129,0.2166009247303009,10.63090122986246,0.242401584982872,0.26382722868217057,0.35905532945736435,0.12829632321274764,0.19363685105770834,0.64116,0.08474541093222797,0.2974565969174313,0.0018652749433001408,-0.045774584084345274,0.25550368489151504,0.3012782689758603,-8.0,0.0,8.0,
